Released_Year,Certificate,Runtime,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes
1993,PG,76 min,7.8,,Kevin Altieri,Boyd Kirkland,Frank Paur,Dan Riba,Eric Radomski,43690
1992,R,128 min,7.8,,John Woo,Yun-Fat Chow,Tony Chiu-Wai Leung,Teresa Mo,Philip Chan,46700
1991,R,129 min,7.8,68,Jim Jarmusch,Winona Ryder,Gena Rowlands,Lisanne Falk,Alan Randolph Scott,55362
1991,R,98 min,7.8,86,Krzysztof Kieslowski,Irène Jacob,Wladyslaw Kowalski,Halina Gryglaszewska,Kalina Jedrusik,42376
1991,A,112 min,7.8,76,John Singleton,Cuba Gooding Jr.,Laurence Fishburne,Hudhail Al-Amir,Lloyd Avery II,126082
1990,R,107 min,7.8,75,Rob Reiner,James Caan,Kathy Bates,Richard Farnsworth,Frances Sternhagen,184740
1990,U,121 min,7.8,74,Penny Marshall,Robert De Niro,Robin Williams,Julie Kavner,Ruth Nelson,125276
1989,U,103 min,7.8,83,Hayao Miyazaki,Kirsten Dunst,Minami Takayama,Rei Sakuma,Kappei Yamaguchi,124193
1989,R,122 min,7.8,78,Edward Zwick,Matthew Broderick,Denzel Washington,Cary Elwes,Morgan Freeman,122779
1989,R,111 min,7.8,82,John Woo,Yun-Fat Chow,Danny Lee,Sally Yeh,Kong Chu,45624
1989,U,108 min,7.8,57,Robert Zemeckis,Michael J. Fox,Christopher Lloyd,Lea Thompson,Thomas F. Wilson,481918
1988,A,128 min,7.8,65,Alan Parker,Gene Hackman,Willem Dafoe,Frances McDormand,Brad Dourif,88214
1987,A,107 min,7.8,45,John McTiernan,Arnold Schwarzenegger,Carl Weathers,Kevin Peter Hall,Elpidia Carrillo,371387
1987,A,84 min,7.8,72,Sam Raimi,Bruce Campbell,Sarah Berry,Dan Hicks,Kassie Wesley DePaiva,148359
1986,U,103 min,7.8,61,John Hughes,Matthew Broderick,Alan Ruck,Mia Sara,Jeffrey Jones,321382
1986,R,107 min,7.8,75,Jim Jarmusch,Tom Waits,John Lurie,Roberto Benigni,Nicoletta Braschi,47834
1985,U,114 min,7.8,62,Richard Donner,Sean Astin,Josh Brolin,Jeff Cohen,Corey Feldman,244430
1985,U,154 min,7.8,78,Steven Spielberg,Danny Glover,Whoopi Goldberg,Oprah Winfrey,Margaret Avery,78321
1985,UA,97 min,7.8,66,John Hughes,Emilio Estevez,Judd Nelson,Molly Ringwald,Ally Sheedy,357026
1984,UA,141 min,7.8,76,Roland Joffé,Sam Waterston,Haing S. Ngor,John Malkovich,Julian Sands,51585
1984,UA,105 min,7.8,71,Ivan Reitman,Bill Murray,Dan Aykroyd,Sigourney Weaver,Harold Ramis,355413
1983,PG,193 min,7.8,91,Philip Kaufman,Sam Shepard,Scott Glenn,Ed Harris,Dennis Quaid,56235
1982,U,109 min,7.8,73,Martin Scorsese,Robert De Niro,Jerry Lewis,Diahnne Abbott,Sandra Bernhard,88511
1982,U,115 min,7.8,91,Steven Spielberg,Henry Thomas,Drew Barrymore,Peter Coyote,Dee Wallace,372490
1979,A,105 min,7.8,77,Robert Benton,Dustin Hoffman,Meryl Streep,Jane Alexander,Justin Henry,133351
1978,PG,94 min,7.8,93,Terrence Malick,Richard Gere,Brooke Adams,Sam Shepard,Linda Manz,52852
1976,A,135 min,7.8,69,Clint Eastwood,Clint Eastwood,Sondra Locke,Chief Dan George,Bill McKinney,65659
1975,PG,129 min,7.8,91,John Huston,Sean Connery,Michael Caine,Christopher Plummer,Saeed Jaffrey,44917
1974,U,113 min,7.8,85,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,Frederic Forrest,98611
1973,U,72 min,7.8,73,René Laloux,Barry Bostwick,Jennifer Drake,Eric Baugin,Jean Topart,25229
1973,A,143 min,7.8,80,Fred Zinnemann,Edward Fox,Terence Alexander,Michel Auclair,Alan Badel,37445
1973,PG,94 min,7.8,93,Terrence Malick,Martin Sheen,Sissy Spacek,Warren Oates,Ramon Bieri,66009
1972,A,124 min,7.8,80,Bob Fosse,Liza Minnelli,Michael York,Helmut Griem,Joel Grey,48334
1971,U,100 min,7.8,67,Mel Stuart,Gene Wilder,Jack Albertson,Peter Ostrum,Roy Kinnear,178731
1969,A,113 min,7.8,79,John Schlesinger,Dustin Hoffman,Jon Voight,Sylvia Miles,John McGiver,101124
1967,,108 min,7.8,81,Terence Young,Audrey Hepburn,Alan Arkin,Richard Crenna,Efrem Zimbalist Jr.,27733
1967,,108 min,7.8,63,Stanley Kramer,Spencer Tracy,Sidney Poitier,Katharine Hepburn,Katharine Houghton,39642
1967,A,111 min,7.8,86,Arthur Penn,Warren Beatty,Faye Dunaway,Michael J. Pollard,Gene Hackman,102415
1964,U,170 min,7.8,95,George Cukor,Audrey Hepburn,Rex Harrison,Stanley Holloway,Wilfrid Hyde-White,86525
1964,U,139 min,7.8,88,Robert Stevenson,Julie Andrews,Dick Van Dyke,David Tomlinson,Glynis Johns,158029
1962,G,178 min,7.8,75,Ken Annakin,Andrew Marton,Gerd Oswald,Bernhard Wicki,Darryl F. Zanuck,52141
1962,,105 min,7.8,97,François Truffaut,Jeanne Moreau,Oskar Werner,Henri Serre,Vanna Urbino,37605
1961,A,100 min,7.8,88,Jack Clayton,Deborah Kerr,Peter Wyngarde,Megs Jenkins,Michael Redgrave,27007
1960,U,90 min,7.8,,Jean-Luc Godard,Jean-Paul Belmondo,Jean Seberg,Daniel Boulanger,Henri-Jacques Huet,73251
1948,Passed,133 min,7.8,,Howard Hawks,Arthur Rosson,John Wayne,Montgomery Clift,Joanne Dru,28167
1948,,100 min,7.8,,John Huston,Humphrey Bogart,Edward G. Robinson,Lauren Bacall,Lionel Barrymore,36995
1944,PG,100 min,7.8,,Howard Hawks,Humphrey Bogart,Lauren Bacall,Walter Brennan,Dolores Moran,31053
1943,PG,108 min,7.8,94,Alfred Hitchcock,Teresa Wright,Joseph Cotten,Macdonald Carey,Henry Travers,59556
1939,Passed,96 min,7.8,93,John Ford,John Wayne,Claire Trevor,Andy Devine,John Carradine,43621
1938,,96 min,7.8,98,Alfred Hitchcock,Margaret Lockwood,Michael Redgrave,Paul Lukas,May Whitty,47400
1938,Passed,102 min,7.8,91,Howard Hawks,Katharine Hepburn,Cary Grant,Charles Ruggles,Walter Catlett,55163
1935,,75 min,7.8,95,James Whale,Boris Karloff,Elsa Lanchester,Colin Clive,Valerie Hobson,43542
1933,,69 min,7.8,93,Leo McCarey,Groucho Marx,Harpo Marx,Chico Marx,Zeppo Marx,55581
1932,PG,93 min,7.8,87,Howard Hawks,Richard Rosson,Paul Muni,Ann Dvorak,Karen Morley,25312
1931,Passed,70 min,7.8,91,James Whale,Colin Clive,Mae Clarke,Boris Karloff,John Boles,65341
2018,R,135 min,7.7,96,Alfonso Cuarón,Yalitza Aparicio,Marina de Tavira,Diego Cortina Autrey,Carlos Peralta,140375
2017,,104 min,7.7,85,Francis Lee,Josh O'Connor,Alec Secareanu,Gemma Jones,Ian Hart,25198
2018,R,119 min,7.7,66,David Leitch,Ryan Reynolds,Josh Brolin,Morena Baccarin,Julian Dennison,478586
2017,R,107 min,7.7,73,Taylor Sheridan,Kelsey Asbille,Jeremy Renner,Julia Jones,Teo Briones,205444
2017,R,104 min,7.7,85,Jordan Peele,Daniel Kaluuya,Allison Williams,Bradley Whitford,Catherine Keener,492851
2018,UA,147 min,7.7,86,Christopher McQuarrie,Tom Cruise,Henry Cavill,Ving Rhames,Simon Pegg,291257
2015,PG-13,116 min,7.7,70,Hannes Holm,Rolf Lassgård,Bahar Pars,Filip Berg,Ida Engvoll,47444
2014,R,86 min,7.7,76,Jemaine Clement,Taika Waititi,Jemaine Clement,Taika Waititi,Cori Gonzalez-Macuer,157498
2014,U,103 min,7.7,72,James Simone,Hiromasa Yonebayashi,Sara Takatsuki,Kasumi Arimura,Nanako Matsushima,32798
2014,U,123 min,7.7,72,James Marsh,Eddie Redmayne,Felicity Jones,Tom Prior,Sophie Perry,404182
2014,A,129 min,7.7,60,Matthew Vaughn,Colin Firth,Taron Egerton,Samuel L. Jackson,Michael Caine,590440
2014,UA,126 min,7.7,69,Josh Boone,Shailene Woodley,Ansel Elgort,Nat Wolff,Laura Dern,344312
2015,PG-13,105 min,7.7,74,Alfonso Gomez-Rejon,Thomas Mann,RJ Cyler,Olivia Cooke,Nick Offerman,123210
2014,A,119 min,7.7,87,Alejandro G. Iñárritu,Michael Keaton,Zach Galifianakis,Edward Norton,Andrea Riseborough,580291
2013,A,180 min,7.7,89,Abdellatif Kechiche,Léa Seydoux,Adèle Exarchopoulos,Salim Kechiouche,Aurélien Recoing,138741
2013,U,130 min,7.7,40,Abhishek Kapoor,Amit Sadh,Sushant Singh Rajput,Rajkummar Rao,Amrita Puri,32628
2012,,111 min,7.7,70,Felix van Groeningen,Veerle Baetens,Johan Heldenbergh,Nell Cattrysse,Geert Van Rampelberg,39379
2014,UA,136 min,7.7,70,Anthony Russo,Joe Russo,Chris Evans,Samuel L. Jackson,Scarlett Johansson,736182
2011,UA,159 min,7.7,,Imtiaz Ali,Ranbir Kapoor,Nargis Fakhri,Shammi Kapoor,Kumud Mishra,39501
2013,UA,115 min,7.7,87,Alexander Payne,Bruce Dern,Will Forte,June Squibb,Bob Odenkirk,112298
2012,U,101 min,7.7,72,Rich Moore,John C. Reilly,Jack McBrayer,Jane Lynch,Sarah Silverman,380195
2015,PG,108 min,7.7,70,Mark Osborne,Jeff Bridges,Mackenzie Foy,Rachel McAdams,Marion Cotillard,56720
2011,,98 min,7.7,52,Tony Kaye,Adrien Brody,Christina Hendricks,Marcia Gay Harden,Lucy Liu,77071
2011,PG-13,96 min,7.7,81,Woody Allen,Owen Wilson,Rachel McAdams,Kathy Bates,Kurt Fuller,388089
2014,U,100 min,7.7,83,Christopher Miller,Phil Lord,Chris Pratt,Will Ferrell,Elizabeth Banks,323982
2013,UA,91 min,7.7,96,Alfonso Cuarón,Sandra Bullock,George Clooney,Ed Harris,Orto Ignatiussen,769145
2013,UA,132 min,7.7,72,J.J. Abrams,Chris Pine,Zachary Quinto,Zoe Saldana,Benedict Cumberbatch,463188
2015,,137 min,7.7,79,Cary Joji Fukunaga,Abraham Attah,Emmanuel Affadzi,Ricky Adelayitor,Andrew Adote,73964
2010,UA,120 min,7.7,95,David Fincher,Jesse Eisenberg,Andrew Garfield,Justin Timberlake,Rooney Mara,624982
2011,UA,131 min,7.7,65,Matthew Vaughn,James McAvoy,Michael Fassbender,Jennifer Lawrence,Kevin Bacon,645512
2009,UA,100 min,7.7,73,Todd Phillips,Zach Galifianakis,Bradley Cooper,Justin Bartha,Ed Helms,717559
2012,UA,143 min,7.7,81,Sam Mendes,Daniel Craig,Javier Bardem,Naomie Harris,Judi Dench,630614
2012,A,122 min,7.7,81,David O. Russell,Bradley Cooper,Jennifer Lawrence,Robert De Niro,Jacki Weaver,661871
2012,A,120 min,7.7,86,Ben Affleck,Ben Affleck,Bryan Cranston,John Goodman,Alan Arkin,572581
2009,UA,95 min,7.7,76,Marc Webb,Zooey Deschanel,Joseph Gordon-Levitt,Geoffrey Arend,Chloë Grace Moretz,472242
2010,A,146 min,7.7,65,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Bill Nighy,479120
2008,U,101 min,7.7,86,Hayao Miyazaki,Cate Blanchett,Matt Damon,Liam Neeson,Tomoko Yamaguchi,125317
2008,R,122 min,7.7,80,Ron Howard,Frank Langella,Michael Sheen,Kevin Bacon,Sam Rockwell,103330
2006,U,90 min,7.7,81,Satoshi Kon,Megumi Hayashibara,Tôru Emori,Katsunosuke Hori,Tôru Furuya,71379
2008,R,141 min,7.7,63,Clint Eastwood,Angelina Jolie,Colm Feore,Amy Ryan,Gattlin Griffith,239203
2010,PG,90 min,7.7,45,Rob Reiner,Madeline Carroll,Callan McAuliffe,Rebecca De Mornay,Anthony Edwards,81446
2006,U,98 min,7.7,,Mamoru Hosoda,Riisa Naka,Takuya Ishida,Mitsutaka Itakura,Ayami Kakiuchi,60368
2006,,126 min,7.7,,Shûsuke Kaneko,Tatsuya Fujiwara,Ken'ichi Matsuyama,Asaka Seto,Yû Kashii,28630
2006,,101 min,7.7,86,Shane Meadows,Thomas Turgoose,Stephen Graham,Jo Hartley,Andrew Shim,115576
2014,UA,108 min,7.7,78,Alex Garland,Alicia Vikander,Domhnall Gleeson,Oscar Isaac,Sonoya Mizuno,474141
2006,R,120 min,7.7,78,Susanne Bier,Mads Mikkelsen,Sidse Babett Knudsen,Rolf Lassgård,Neeral Mulchandani,32001
2006,R,123 min,7.7,74,Kevin Macdonald,James McAvoy,Forest Whitaker,Gillian Anderson,Kerry Washington,175355
2007,UA,157 min,7.7,78,David Fincher,Jake Gyllenhaal,Robert Downey Jr.,Mark Ruffalo,Anthony Edwards,466080
2006,R,110 min,7.7,53,Paul McGuigan,Josh Hartnett,Ben Kingsley,Morgan Freeman,Lucy Liu,299524
2005,PG-13,116 min,7.7,70,Christian Carion,Diane Kruger,Benno Fürmann,Guillaume Canet,Natalie Dessay,28003
2007,R,122 min,7.7,78,Anton Corbijn,Sam Riley,Samantha Morton,Craig Parkinson,Alexandra Maria Lara,61609
2010,U,100 min,7.7,71,Nathan Greno,Byron Howard,Mandy Moore,Zachary Levi,Donna Murphy,405922
2006,R,145 min,7.7,71,Paul Verhoeven,Carice van Houten,Sebastian Koch,Thom Hoffman,Halina Reijn,72643
2005,A,134 min,7.7,87,Ang Lee,Jake Gyllenhaal,Heath Ledger,Michelle Williams,Randy Quaid,323103
2007,A,122 min,7.7,76,James Mangold,Russell Crowe,Christian Bale,Ben Foster,Logan Lerman,288797
2004,UA,112 min,7.7,66,Paul Haggis,Don Cheadle,Sandra Bullock,Thandie Newton,Karina Arroyave,419483
2004,UA,99 min,7.7,78,Stephen Chow,Stephen Chow,Wah Yuen,Qiu Yuen,Siu-Lung Leung,127250
2004,A,108 min,7.7,73,Paul Greengrass,Matt Damon,Franka Potente,Joan Allen,Brian Cox,434841
2004,R,101 min,7.7,61,Brad Anderson,Christian Bale,Jennifer Jason Leigh,Aitana Sánchez-Gijón,John Sharian,358432
2004,A,152 min,7.7,73,Taylor Hackford,Jamie Foxx,Regina King,Kerry Washington,Clifton Powell,138356
2003,UA,102 min,7.7,89,Sofia Coppola,Bill Murray,Scarlett Johansson,Giovanni Ribisi,Anna Faris,415074
2005,UA,157 min,7.7,81,Mike Newell,Daniel Radcliffe,Emma Watson,Rupert Grint,Eric Sykes,548619
2004,UA,146 min,7.7,47,Tony Scott,Denzel Washington,Christopher Walken,Dakota Fanning,Radha Mitchell,329592
2009,U,100 min,7.7,80,Henry Selick,Dakota Fanning,Teri Hatcher,John Hodgman,Jennifer Saunders,197761
2003,UA,154 min,7.7,55,Edward Zwick,Tom Cruise,Ken Watanabe,Billy Connolly,William Atherton,400049
2002,R,114 min,7.7,83,Peter Mullan,Eileen Walsh,Dorothy Duffy,Nora-Jane Noone,Anne-Marie Duff,25938
2003,R,121 min,7.7,68,Wolfgang Becker,Daniel Brühl,Katrin Saß,Chulpan Khamatova,Florian Lukas,137981
2002,PG-13,105 min,7.7,76,Jim Sheridan,Paddy Considine,Samantha Morton,Djimon Hounsou,Sarah Bolger,40403
2001,PG-13,132 min,7.7,28,Jessie Nelson,Sean Penn,Michelle Pfeiffer,Dakota Fanning,Dianne Wiest,142863
2002,R,115 min,7.7,83,Spike Jonze,Nicolas Cage,Meryl Streep,Chris Cooper,Tilda Swinton,178565
2001,A,144 min,7.7,74,Ridley Scott,Josh Hartnett,Ewan McGregor,Tom Sizemore,Eric Bana,364254
2002,A,117 min,7.7,72,Sam Mendes,Tom Hanks,Tyler Hoechlin,Rob Maxey,Liam Aiken,246840
2001,R,120 min,7.7,60,Oliver Hirschbiegel,Moritz Bleibtreu,Christian Berkel,Oliver Stokowski,Wotan Wilke Möhring,90842
2000,R,110 min,7.7,74,Stephen Daldry,Jamie Bell,Julie Walters,Jean Heywood,Jamie Draven,126770
2001,R,95 min,7.7,85,John Cameron Mitchell,John Cameron Mitchell,Miriam Shor,Stephen Trask,Theodore Liscinski,31957
2001,UA,116 min,7.7,74,Steven Soderbergh,George Clooney,Brad Pitt,Julia Roberts,Matt Damon,516372
2000,U,103 min,7.7,62,Yoshiaki Kawajiri,Andrew Philpot,John Rafter Lee,Pamela Adlon,Wendee Lee,29210
2000,U,107 min,7.7,69,Joel Coen,Ethan Coen,George Clooney,John Turturro,Tim Blake Nelson,286742
2002,R,116 min,7.7,,Bob Gale,James Marsden,Gary Oldman,Kurt Russell,Matthew Edison,29999
1999,A,81 min,7.7,73,Trey Parker,Trey Parker,Matt Stone,Mary Kay Bergman,Isaac Hayes,192112
1999,R,89 min,7.7,68,Mike Judge,Ron Livingston,Jennifer Aniston,David Herman,Ajay Naidu,241575
1998,,134 min,7.7,81,Todd Solondz,Jane Adams,Jon Lovitz,Philip Seymour Hoffman,Dylan Baker,66408
2001,A,122 min,7.7,69,Antoine Fuqua,Denzel Washington,Ethan Hawke,Scott Glenn,Tom Berenger,390247
1998,UA,93 min,7.7,86,Wes Anderson,Jason Schwartzman,Bill Murray,Olivia Williams,Seymour Cassel,169229
1997,U,119 min,7.7,,Alejandro Amenábar,Eduardo Noriega,Penélope Cruz,Chete Lera,Fele Martínez,64082
1999,R,113 min,7.7,90,Spike Jonze,John Cusack,Cameron Diaz,Catherine Keener,John Malkovich,312542
1997,A,139 min,7.7,67,James L. Brooks,Jack Nicholson,Helen Hunt,Greg Kinnear,Cuba Gooding Jr.,275755
1997,UA,126 min,7.7,52,Luc Besson,Bruce Willis,Milla Jovovich,Gary Oldman,Ian Holm,434125
1998,PG-13,80 min,7.7,73,Francis Veber,Thierry Lhermitte,Jacques Villeret,Francis Huster,Daniel Prévost,37424
1997,A,127 min,7.7,76,Mike Newell,Al Pacino,Johnny Depp,Michael Madsen,Bruno Kirby,279318
1996,U,105 min,7.7,87,Scott Hicks,Geoffrey Rush,Armin Mueller-Stahl,Justin Braine,Sonia Todd,51350
1996,A,129 min,7.7,47,Gregory Hoblit,Richard Gere,Laura Linney,Edward Norton,John Mahoney,189716
1996,PG-13,242 min,7.7,,Kenneth Branagh,Kenneth Branagh,Julie Christie,Derek Jacobi,Kate Winslet,35991
1995,U,97 min,7.7,83,Alfonso Cuarón,Liesel Matthews,Eleanor Bron,Liam Cunningham,Rusty Schwimmer,32236
1995,UA,99 min,7.7,71,Kar-Wai Wong,Leon Lai,Michelle Reis,Takeshi Kaneshiro,Charlie Yeung,26429
1994,U,108 min,7.7,81,Michael Radford,Massimo Troisi,Massimo Troisi,Philippe Noiret,Maria Grazia Cucinotta,33600
1994,R,92 min,7.7,70,Kevin Smith,Brian O'Halloran,Jeff Anderson,Marilyn Ghigliotti,Lisa Spoonauer,211450
1993,R,188 min,7.7,79,Robert Altman,Andie MacDowell,Julianne Moore,Tim Robbins,Bruce Davison,42275
1993,UA,125 min,7.7,66,Jonathan Demme,Tom Hanks,Denzel Washington,Roberta Maxwell,Buzz Kilman,224169
1992,G,85 min,7.7,64,Brian Henson,Michael Caine,Kermit the Frog,Dave Goelz,Miss Piggy,50298
1992,U,202 min,7.7,73,Spike Lee,Denzel Washington,Angela Bassett,Delroy Lindo,Spike Lee,85819
1992,UA,112 min,7.7,76,Michael Mann,Daniel Day-Lewis,Madeleine Stowe,Russell Means,Eric Schweig,150409
1992,U,94 min,7.7,83,Hayao Miyazaki,Shûichirô Moriyama,Tokiko Katô,Bunshi Katsura Vi,Tsunehiko Kamijô,77798
1992,R,100 min,7.7,82,James Foley,Al Pacino,Jack Lemmon,Alec Baldwin,Alan Arkin,95826
1992,U,138 min,7.7,62,Rob Reiner,Tom Cruise,Jack Nicholson,Demi Moore,Kevin Bacon,235388
1991,PG-13,130 min,7.7,64,Jon Avnet,Kathy Bates,Jessica Tandy,Mary Stuart Masterson,Mary-Louise Parker,66941
1991,U,116 min,7.7,69,Joel Coen,Ethan Coen,John Turturro,John Goodman,Judy Davis,113240
1990,R,115 min,7.7,66,Joel Coen,Ethan Coen,Gabriel Byrne,Albert Finney,John Turturro,125822
1988,U,104 min,7.7,83,Robert Zemeckis,Bob Hoskins,Christopher Lloyd,Joanna Cassidy,Charles Fleischer,182009
1988,,107 min,7.7,,George Sluizer,Bernard-Pierre Donnadieu,Gene Bervoets,Johanna ter Steege,Gwen Eckhaus,33982
1987,R,107 min,7.7,84,Bruce Robinson,Richard E. Grant,Paul McGann,Richard Griffiths,Ralph Brown,40396
1987,U,163 min,7.7,76,Bernardo Bertolucci,John Lone,Joan Chen,Peter O'Toole,Ruocheng Ying,94326
1987,U,153 min,7.7,62,Steven Spielberg,Christian Bale,John Malkovich,Miranda Richardson,Nigel Havers,115677
1986,R,130 min,7.7,54,Jean-Jacques Annaud,Sean Connery,Christian Slater,Helmut Qualtinger,Elya Baskin,102031
1986,A,120 min,7.7,76,David Lynch,Isabella Rossellini,Kyle MacLachlan,Dennis Hopper,Laura Dern,181285
1985,U,82 min,7.7,75,Woody Allen,Mia Farrow,Jeff Daniels,Danny Aiello,Irving Metzman,47102
1985,UA,97 min,7.7,90,Martin Scorsese,Griffin Dunne,Rosanna Arquette,Verna Bloom,Tommy Chong,59635
1983,PG,79 min,7.7,,Woody Allen,Woody Allen,Mia Farrow,Patrick Horgan,John Buckwalter,39881
1982,U,129 min,7.7,77,Sidney Lumet,Paul Newman,Charlotte Rampling,Jack Warden,James Mason,36096
1982,U,113 min,7.7,67,Nicholas Meyer,William Shatner,Leonard Nimoy,DeForest Kelley,James Doohan,112704
1982,A,93 min,7.7,61,Ted Kotcheff,Sylvester Stallone,Brian Dennehy,Richard Crenna,Bill McKinney,226541
1980,U,124 min,7.7,86,Robert Redford,Donald Sutherland,Mary Tyler Moore,Judd Hirsch,Timothy Hutton,47099
1980,U,88 min,7.7,78,Jim Abrahams,David Zucker,Jerry Zucker,Robert Hays,Julie Hagerty,214882
1979,U,100 min,7.7,71,Hayao Miyazaki,Yasuo Yamada,Eiko Masuyama,Kiyoshi Kobayashi,Makio Inoue,27014
1978,A,91 min,7.7,87,John Carpenter,Donald Pleasence,Jamie Lee Curtis,Tony Moran,Nancy Kyes,233106
1976,R,126 min,7.7,71,Roman Polanski,Roman Polanski,Isabelle Adjani,Melvyn Douglas,Jo Van Fleet,39889
1975,PG,85 min,7.7,89,Woody Allen,Woody Allen,Diane Keaton,Georges Adet,Frank Adu,36037
1974,U,104 min,7.7,68,Joseph Sargent,Walter Matthau,Robert Shaw,Martin Balsam,Hector Elizondo,26729
1974,A,93 min,7.7,73,Mel Brooks,Cleavon Little,Gene Wilder,Slim Pickens,Harvey Korman,125993
1973,A,130 min,7.7,87,Sidney Lumet,Al Pacino,John Randolph,Jack Kehoe,Biff McGuire,109941
1973,A,102 min,7.7,83,Robert Clouse,Bruce Lee,John Saxon,Jim Kelly,Ahna Capri,96561
1972,U,109 min,7.7,80,John Boorman,Jon Voight,Burt Reynolds,Ned Beatty,Ronny Cox,98740
1971,A,104 min,7.7,94,William Friedkin,Gene Hackman,Roy Scheider,Fernando Rey,Tony Lo Bianco,110075
1971,A,102 min,7.7,90,Don Siegel,Clint Eastwood,Andrew Robinson,Harry Guardino,Reni Santoni,143292
1968,U,158 min,7.7,63,Brian G. Hutton,Richard Burton,Clint Eastwood,Mary Ure,Patrick Wymark,51913
1968,G,105 min,7.7,86,Gene Saks,Jack Lemmon,Walter Matthau,John Fiedler,Herb Edelman,31572
1967,,150 min,7.7,73,Robert Aldrich,Lee Marvin,Ernest Borgnine,Charles Bronson,John Cassavetes,67183
1967,A,100 min,7.7,,Luis Buñuel,Catherine Deneuve,Jean Sorel,Michel Piccoli,Geneviève Page,40274
1966,U,120 min,7.7,72,Fred Zinnemann,Paul Scofield,Wendy Hiller,Robert Shaw,Leo McKern,31222
1965,,105 min,7.7,91,Roman Polanski,Catherine Deneuve,Ian Hendry,John Fraser,Yvonne Furneaux,48883
1964,U,138 min,7.7,77,Cy Endfield,Stanley Baker,Jack Hawkins,Ulla Jacobsson,James Booth,35999
1964,A,110 min,7.7,87,Guy Hamilton,Sean Connery,Gert Fröbe,Honor Blackman,Shirley Eaton,174119
1963,A,119 min,7.7,90,Alfred Hitchcock,Rod Taylor,Tippi Hedren,Jessica Tandy,Suzanne Pleshette,171739
1962,Passed,106 min,7.7,76,J. Lee Thompson,Gregory Peck,Robert Mitchum,Polly Bergen,Lori Martin,26457
1960,,101 min,7.7,,Michael Powell,Karlheinz Böhm,Anna Massey,Moira Shearer,Maxine Audley,31354
1960,Approved,128 min,7.7,74,John Sturges,Yul Brynner,Steve McQueen,Charles Bronson,Eli Wallach,87719
1960,,90 min,7.7,90,Georges Franju,Pierre Brasseur,Alida Valli,Juliette Mayniel,Alexandre Rignault,27620
1956,Approved,80 min,7.7,92,Don Siegel,Kevin McCarthy,Dana Wynter,Larry Gates,King Donovan,44839
1955,PG-13,111 min,7.7,89,Nicholas Ray,James Dean,Natalie Wood,Sal Mineo,Jim Backus,83363
1955,,91 min,7.7,91,Alexander Mackendrick,Alec Guinness,Peter Sellers,Cecil Parker,Herbert Lom,26464
1954,Passed,113 min,7.7,72,Billy Wilder,Humphrey Bogart,Audrey Hepburn,William Holden,Walter Hampden,59415
1952,Passed,129 min,7.7,,John Ford,John Wayne,Maureen O'Hara,Barry Fitzgerald,Ward Bond,34677
1951,U,92 min,7.7,,Robert Wise,Michael Rennie,Patricia Neal,Hugh Marlowe,Sam Jaffe,76315
1951,PG,105 min,7.7,91,John Huston,Humphrey Bogart,Katharine Hepburn,Robert Morley,Peter Bull,71481
1946,Approved,110 min,7.7,,Charles Vidor,Rita Hayworth,Glenn Ford,George Macready,Joseph Calleia,27991
1940,G,125 min,7.7,96,James Algar,Samuel Armstrong,Ford Beebe Jr.,Norman Ferguson,David Hand,88662
1933,TV-PG,71 min,7.7,87,James Whale,Claude Rains,Gloria Stuart,William Harrigan,Henry Travers,30683
2019,PG-13,126 min,7.6,73,Todd Haynes,Mark Ruffalo,Anne Hathaway,Tim Robbins,Bill Pullman,60408
2018,U/A,102 min,7.6,71,Aneesh Chaganty,John Cho,Debra Messing,Joseph Lee,Michelle La,140840
2019,A,161 min,7.6,83,Quentin Tarantino,Leonardo DiCaprio,Brad Pitt,Margot Robbie,Emile Hirsch,551309
2017,R,127 min,7.6,86,Andrey Zvyagintsev,Maryana Spivak,Aleksey Rozin,Matvey Novikov,Marina Vasileva,29765
2017,A,111 min,7.6,92,Sean Baker,Brooklynn Prince,Bria Vinaite,Willem Dafoe,Christopher Rivera,95181
2019,A,137 min,7.6,68,Destin Daniel Cretton,Michael B. Jordan,Jamie Foxx,Brie Larson,Charlie Pye Jr.,46739
2017,PG-13,101 min,7.6,60,Marc Webb,Chris Evans,Mckenna Grace,Lindsay Duncan,Octavia Spencer,99643
2019,PG-13,97 min,7.6,70,Tyler Nilson,Michael Schwartz,Zack Gottsagen,Ann Owens,Dakota Johnson,66346
2015,,138 min,7.6,77,Sebastian Schipper,Laia Costa,Frederick Lau,Franz Rogowski,Burak Yigit,52903
2015,PG-13,97 min,7.6,83,Deniz Gamze Ergüven,Günes Sensoy,Doga Zeynep Doguslu,Tugba Sunguroglu,Elit Iscan,35785
2017,UA,136 min,7.6,67,James Gunn,Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel,569974
2017,UA,113 min,7.6,86,Edgar Wright,Ansel Elgort,Jon Bernthal,Jon Hamm,Eiza González,439406
2017,UA,134 min,7.6,72,Joseph Kosinski,Josh Brolin,Miles Teller,Jeff Bridges,Jennifer Connelly,58371
2015,UA,142 min,7.6,81,Steven Spielberg,Tom Hanks,Mark Rylance,Alan Alda,Amy Ryan,287659
